product_id,name,category,price,stock_quantity,supplier,description,weight,dimensions,warranty,release_date,rating,reviews_count
1276,Product 1276,Home Appliances,930.73,370,Amazon,Description for Product 1276 in Home Appliances,2.62,71x12x25,1,2021-07-09,4.2,4446
1277,Product 1277,Books,761.88,317,Philips,Description for Product 1277 in Books,8.17,100x20x28,4,2019-09-20,3.5,440
1278,Product 1278,Home Appliances,914.74,80,Adidas,Description for Product 1278 in Home Appliances,0.66,73x49x8,3,2023-11-16,3.4,2619
1279,Product 1279,Electronics,216.29,180,Nike,Description for Product 1279 in Electronics,0.19,30x48x6,4,2022-06-29,3.8,1485
1280,Product 1280,Electronics,25.93,169,Apple,Description for Product 1280 in Electronics,9.35,35x34x16,1,2021-05-03,3.3,3385
1281,Product 1281,Wearables,653.19,233,Sony,Description for Product 1281 in Wearables,7.09,14x28x26,3,2023-02-09,3.6,3127
1282,Product 1282,Books,189.28,285,Apple,Description for Product 1282 in Books,0.68,85x26x22,4,2018-03-01,3.9,2878
1283,Product 1283,Books,224.69,381,Apple,Description for Product 1283 in Books,9.83,48x23x7,2,2022-09-19,3.4,4414
1284,Product 1284,Sports,77.69,427,Logitech,Description for Product 1284 in Sports,8.05,10x41x15,4,2019-07-08,3.4,497
1285,Product 1285,Books,704.45,417,Ninja,Description for Product 1285 in Books,9.06,23x31x8,2,2021-08-28,4.6,1387
1286,Product 1286,Sports,552.8,112,Amazon,Description for Product 1286 in Sports,4.36,28x24x10,1,2020-04-09,3.4,840
1287,Product 1287,Electronics,810.55,91,Fitbit,Description for Product 1287 in Electronics,6.36,36x38x17,5,2022-05-25,4.5,387
1288,Product 1288,Electronics,667.35,79,Adidas,Description for Product 1288 in Electronics,4.73,68x10x23,4,2021-11-13,3.6,4926
1289,Product 1289,Sports,997.86,172,Ninja,Description for Product 1289 in Sports,2.76,73x38x8,5,2018-09-13,4.5,1053
1290,Product 1290,Electronics,50.33,333,Adidas,Description for Product 1290 in Electronics,4.51,29x46x25,2,2018-07-03,3.5,2730
1291,Product 1291,Home Appliances,214.57,99,Ninja,Description for Product 1291 in Home Appliances,8.48,58x15x12,3,2019-06-14,4.7,3987
1292,Product 1292,Sports,382.83,476,Nike,Description for Product 1292 in Sports,6.17,85x45x25,5,2019-03-10,3.0,1740
1293,Product 1293,Home Appliances,621.02,57,Logitech,Description for Product 1293 in Home Appliances,2.89,48x22x26,3,2019-02-09,4.2,966
1294,Product 1294,Home Appliances,618.18,133,Fitbit,Description for Product 1294 in Home Appliances,4.65,78x50x17,1,2023-11-29,4.0,2104
1295,Product 1295,Home Appliances,19.23,410,Amazon,Description for Product 1295 in Home Appliances,4.83,79x38x23,1,2019-09-30,4.2,734
1296,Product 1296,Books,640.33,126,Philips,Description for Product 1296 in Books,2.09,49x14x26,1,2023-09-21,3.9,3941
1297,Product 1297,Electronics,253.59,277,Amazon,Description for Product 1297 in Electronics,5.02,63x26x6,4,2022-08-07,4.3,4966
1298,Product 1298,Books,243.82,222,Nike,Description for Product 1298 in Books,5.88,25x24x26,4,2019-06-18,3.7,2933
1299,Product 1299,Sports,643.41,14,Apple,Description for Product 1299 in Sports,9.12,35x32x20,5,2019-10-22,4.4,3594
1300,Product 1300,Home Appliances,44.38,226,Dell,Description for Product 1300 in Home Appliances,5.68,89x47x15,2,2019-06-17,3.5,2065
1301,Product 1301,Electronics,28.6,236,Adidas,Description for Product 1301 in Electronics,8.97,74x34x16,1,2022-02-10,3.0,1417
1302,Product 1302,Home Appliances,561.31,365,Amazon,Description for Product 1302 in Home Appliances,6.11,16x25x21,3,2020-01-30,3.2,3518
1303,Product 1303,Books,437.2,485,Apple,Description for Product 1303 in Books,3.62,45x48x16,3,2019-04-28,4.2,399
1304,Product 1304,Electronics,896.06,139,Sony,Description for Product 1304 in Electronics,1.77,22x37x11,4,2022-10-06,3.7,960
1305,Product 1305,Home Appliances,177.63,384,Ninja,Description for Product 1305 in Home Appliances,4.42,27x40x9,5,2020-06-03,3.9,4451
1306,Product 1306,Sports,696.38,325,Sony,Description for Product 1306 in Sports,8.16,61x28x11,4,2023-06-29,3.1,2991
1307,Product 1307,Wearables,894.29,371,Fitbit,Description for Product 1307 in Wearables,0.11,64x29x7,2,2020-10-19,3.3,608
1308,Product 1308,Books,698.22,139,Nike,Description for Product 1308 in Books,4.68,94x29x29,5,2021-11-16,4.2,1282
1309,Product 1309,Electronics,223.53,459,Fitbit,Description for Product 1309 in Electronics,5.73,20x15x22,1,2018-06-26,3.9,3127
1310,Product 1310,Wearables,960.65,318,Adidas,Description for Product 1310 in Wearables,7.41,73x15x20,1,2021-09-11,3.8,3134
1311,Product 1311,Books,347.8,366,Dell,Description for Product 1311 in Books,7.3,18x36x5,5,2023-12-24,3.3,3453
1312,Product 1312,Electronics,493.1,82,Nike,Description for Product 1312 in Electronics,0.4,73x31x15,5,2022-03-20,4.7,3876
1313,Product 1313,Wearables,458.51,48,Logitech,Description for Product 1313 in Wearables,2.66,91x16x8,4,2023-12-11,4.5,4879
1314,Product 1314,Home Appliances,10.87,290,Adidas,Description for Product 1314 in Home Appliances,8.31,80x18x21,5,2018-10-01,3.1,4374
1315,Product 1315,Books,490.22,3,Ninja,Description for Product 1315 in Books,9.73,95x49x23,1,2020-03-24,3.6,1091
1316,Product 1316,Sports,445.6,259,Fitbit,Description for Product 1316 in Sports,5.7,88x13x26,4,2021-04-27,4.5,1587
1317,Product 1317,Sports,155.54,133,Apple,Description for Product 1317 in Sports,4.36,31x15x21,5,2021-09-09,3.0,3125
1318,Product 1318,Wearables,290.47,35,Adidas,Description for Product 1318 in Wearables,6.23,27x24x6,3,2019-08-08,3.2,4280
1319,Product 1319,Wearables,559.76,405,Amazon,Description for Product 1319 in Wearables,8.5,95x47x5,2,2020-04-11,4.8,3908
1320,Product 1320,Sports,609.29,261,Nike,Description for Product 1320 in Sports,9.74,29x19x10,4,2022-04-04,3.4,3177
1321,Product 1321,Books,204.86,37,Philips,Description for Product 1321 in Books,3.48,31x11x22,1,2018-07-01,4.8,4968
1322,Product 1322,Electronics,565.86,246,Philips,Description for Product 1322 in Electronics,8.68,53x27x30,2,2022-02-01,4.8,3144
1323,Product 1323,Home Appliances,595.74,135,Fitbit,Description for Product 1323 in Home Appliances,1.86,49x44x9,3,2020-10-19,4.3,2712
1324,Product 1324,Wearables,784.72,144,Apple,Description for Product 1324 in Wearables,6.36,57x10x30,5,2020-02-04,3.2,3688
1325,Product 1325,Wearables,642.47,78,Nike,Description for Product 1325 in Wearables,0.96,42x35x18,1,2023-10-10,4.5,2285
1326,Product 1326,Wearables,207.94,304,Fitbit,Description for Product 1326 in Wearables,7.6,96x19x20,5,2022-01-10,4.3,3622
1327,Product 1327,Home Appliances,424.28,59,Apple,Description for Product 1327 in Home Appliances,1.23,15x49x17,3,2021-09-09,4.8,4565
1328,Product 1328,Wearables,984.88,369,Philips,Description for Product 1328 in Wearables,6.31,93x30x9,3,2020-06-07,3.3,1181
1329,Product 1329,Electronics,133.25,385,Dell,Description for Product 1329 in Electronics,8.95,93x26x5,2,2020-02-05,4.8,3164
1330,Product 1330,Wearables,135.17,136,Adidas,Description for Product 1330 in Wearables,1.14,71x22x28,5,2019-04-13,3.3,3980
1331,Product 1331,Books,254.61,138,Ninja,Description for Product 1331 in Books,1.48,48x35x24,2,2020-01-05,3.6,1128
1332,Product 1332,Home Appliances,660.28,217,Amazon,Description for Product 1332 in Home Appliances,5.5,37x39x20,5,2023-10-02,4.8,167
1333,Product 1333,Home Appliances,698.23,141,Fitbit,Description for Product 1333 in Home Appliances,4.3,55x41x20,4,2021-05-03,3.3,1815
1334,Product 1334,Electronics,445.78,448,Ninja,Description for Product 1334 in Electronics,3.35,95x35x15,5,2018-03-08,3.2,3314
1335,Product 1335,Electronics,168.06,12,Ninja,Description for Product 1335 in Electronics,1.19,67x31x9,3,2021-08-15,4.7,2868
1336,Product 1336,Home Appliances,229.43,52,Ninja,Description for Product 1336 in Home Appliances,9.5,79x17x28,4,2018-10-15,3.4,4636
1337,Product 1337,Home Appliances,978.66,462,Sony,Description for Product 1337 in Home Appliances,9.24,74x13x21,1,2019-09-15,4.2,1243
1338,Product 1338,Sports,202.24,300,Adidas,Description for Product 1338 in Sports,1.32,51x23x19,1,2021-10-13,4.0,4115
1339,Product 1339,Electronics,605.88,284,Amazon,Description for Product 1339 in Electronics,5.04,46x40x17,3,2019-03-10,3.9,415
1340,Product 1340,Home Appliances,15.17,329,Dell,Description for Product 1340 in Home Appliances,4.47,47x41x16,2,2023-02-28,4.5,373
1341,Product 1341,Wearables,430.66,166,Fitbit,Description for Product 1341 in Wearables,1.83,62x12x25,5,2020-11-20,3.0,558
1342,Product 1342,Books,209.24,366,Dell,Description for Product 1342 in Books,2.43,24x13x12,5,2023-10-12,3.7,4185
1343,Product 1343,Home Appliances,980.18,48,Philips,Description for Product 1343 in Home Appliances,8.4,98x24x22,5,2020-07-02,4.8,4304
1344,Product 1344,Books,894.95,174,Logitech,Description for Product 1344 in Books,1.5,29x49x29,2,2021-08-15,4.1,4446
1345,Product 1345,Electronics,361.23,181,Apple,Description for Product 1345 in Electronics,3.94,29x35x26,4,2023-05-28,3.9,836
1346,Product 1346,Electronics,878.74,133,Amazon,Description for Product 1346 in Electronics,4.02,78x41x18,5,2020-01-23,3.4,2886
1347,Product 1347,Wearables,443.22,236,Sony,Description for Product 1347 in Wearables,3.49,100x15x15,5,2018-11-30,4.2,1398
1348,Product 1348,Home Appliances,576.0,35,Nike,Description for Product 1348 in Home Appliances,8.07,74x17x26,2,2018-02-08,4.1,1936
1349,Product 1349,Books,729.66,394,Philips,Description for Product 1349 in Books,0.58,55x42x19,2,2023-01-16,4.7,3343
1350,Product 1350,Electronics,880.88,194,Dell,Description for Product 1350 in Electronics,6.26,58x15x20,4,2019-12-19,3.9,4908
1351,Product 1351,Home Appliances,438.23,461,Apple,Description for Product 1351 in Home Appliances,4.7,39x30x30,2,2021-09-26,4.3,919
1352,Product 1352,Sports,280.45,458,Dell,Description for Product 1352 in Sports,2.93,94x46x13,5,2019-11-01,4.3,2079
1353,Product 1353,Wearables,314.64,4,Ninja,Description for Product 1353 in Wearables,3.46,38x44x12,4,2018-07-26,4.5,463
1354,Product 1354,Sports,704.63,147,Logitech,Description for Product 1354 in Sports,8.06,11x44x14,3,2022-09-05,4.3,348
1355,Product 1355,Books,242.76,18,Nike,Description for Product 1355 in Books,4.18,88x35x9,4,2019-01-29,3.9,2467
1356,Product 1356,Wearables,700.0,292,Adidas,Description for Product 1356 in Wearables,3.28,56x24x17,4,2022-01-13,3.6,932
1357,Product 1357,Wearables,10.4,205,Apple,Description for Product 1357 in Wearables,6.15,20x16x24,4,2021-02-15,3.6,3122
1358,Product 1358,Books,686.83,38,Ninja,Description for Product 1358 in Books,0.18,46x49x30,3,2023-04-19,4.2,1998
1359,Product 1359,Home Appliances,964.11,61,Fitbit,Description for Product 1359 in Home Appliances,1.43,100x16x23,2,2021-12-14,4.6,1428
1360,Product 1360,Wearables,524.63,444,Adidas,Description for Product 1360 in Wearables,5.28,50x16x22,3,2020-09-27,3.9,4289
1361,Product 1361,Books,597.79,299,Adidas,Description for Product 1361 in Books,4.24,60x10x18,2,2018-08-18,3.5,202
1362,Product 1362,Sports,370.14,75,Fitbit,Description for Product 1362 in Sports,5.93,37x34x13,4,2019-06-11,3.1,4916
1363,Product 1363,Sports,841.78,36,Fitbit,Description for Product 1363 in Sports,4.6,14x25x8,1,2022-01-23,4.0,3162
1364,Product 1364,Books,879.74,410,Ninja,Description for Product 1364 in Books,1.84,97x12x24,4,2018-02-18,4.3,1621
1365,Product 1365,Sports,235.05,97,Sony,Description for Product 1365 in Sports,7.92,61x10x12,1,2023-07-11,3.3,2814
1366,Product 1366,Wearables,524.39,205,Apple,Description for Product 1366 in Wearables,3.93,17x49x27,3,2019-11-28,4.4,3714
1367,Product 1367,Wearables,282.57,300,Philips,Description for Product 1367 in Wearables,8.17,61x12x14,3,2022-08-17,3.6,1686
1368,Product 1368,Books,465.22,257,Nike,Description for Product 1368 in Books,5.87,93x45x16,1,2020-12-28,3.5,4766
1369,Product 1369,Home Appliances,112.51,460,Logitech,Description for Product 1369 in Home Appliances,5.06,29x17x21,1,2018-12-06,4.8,2313
1370,Product 1370,Wearables,752.36,468,Sony,Description for Product 1370 in Wearables,9.95,98x42x20,4,2018-04-02,3.6,1517
1371,Product 1371,Books,736.42,378,Ninja,Description for Product 1371 in Books,8.76,76x17x24,3,2019-10-20,3.4,2301
1372,Product 1372,Sports,754.33,37,Fitbit,Description for Product 1372 in Sports,9.93,12x31x14,3,2023-03-19,4.3,3919
1373,Product 1373,Sports,69.43,58,Dell,Description for Product 1373 in Sports,9.8,60x27x17,1,2021-11-07,5.0,2558
1374,Product 1374,Home Appliances,793.84,301,Logitech,Description for Product 1374 in Home Appliances,7.03,45x33x5,2,2021-12-15,4.2,4507
1375,Product 1375,Sports,781.62,161,Sony,Description for Product 1375 in Sports,0.71,14x49x9,3,2020-03-07,3.8,4741
1376,Product 1376,Home Appliances,294.23,335,Amazon,Description for Product 1376 in Home Appliances,8.94,79x14x14,2,2018-08-04,4.0,4004
1377,Product 1377,Wearables,826.34,399,Apple,Description for Product 1377 in Wearables,5.06,77x10x8,4,2022-08-18,5.0,2744
1378,Product 1378,Sports,287.54,142,Ninja,Description for Product 1378 in Sports,3.44,79x28x5,1,2020-03-23,3.5,4129
1379,Product 1379,Electronics,296.69,209,Logitech,Description for Product 1379 in Electronics,5.2,75x27x26,5,2020-02-16,4.0,2036
1380,Product 1380,Electronics,386.34,120,Apple,Description for Product 1380 in Electronics,5.1,42x19x6,3,2022-04-08,4.4,3261
1381,Product 1381,Sports,358.34,107,Apple,Description for Product 1381 in Sports,9.99,10x38x13,3,2023-11-04,3.4,981
1382,Product 1382,Books,657.04,145,Sony,Description for Product 1382 in Books,0.83,80x24x24,3,2020-08-03,3.6,4961
1383,Product 1383,Electronics,62.15,479,Fitbit,Description for Product 1383 in Electronics,0.15,42x22x29,3,2018-10-20,4.8,3691
1384,Product 1384,Electronics,878.16,116,Ninja,Description for Product 1384 in Electronics,8.0,25x42x29,3,2023-11-05,4.6,1297
1385,Product 1385,Wearables,294.21,98,Dell,Description for Product 1385 in Wearables,8.75,89x33x11,3,2023-11-24,3.5,3139
1386,Product 1386,Books,680.42,100,Logitech,Description for Product 1386 in Books,3.58,56x16x23,2,2021-01-14,3.3,1447
1387,Product 1387,Home Appliances,989.43,405,Philips,Description for Product 1387 in Home Appliances,7.77,60x24x18,1,2023-03-13,3.7,4396
1388,Product 1388,Sports,262.99,167,Ninja,Description for Product 1388 in Sports,3.7,18x49x19,4,2021-11-30,3.4,2028
1389,Product 1389,Sports,486.22,89,Nike,Description for Product 1389 in Sports,6.77,97x41x25,5,2021-12-07,3.2,3511
1390,Product 1390,Books,91.58,195,Ninja,Description for Product 1390 in Books,0.11,86x10x17,4,2023-01-05,4.3,2934
1391,Product 1391,Sports,678.9,485,Amazon,Description for Product 1391 in Sports,1.48,19x49x8,3,2019-04-04,4.3,1032
1392,Product 1392,Wearables,16.65,266,Fitbit,Description for Product 1392 in Wearables,1.51,31x19x12,5,2020-08-01,3.1,2134
1393,Product 1393,Wearables,190.77,413,Amazon,Description for Product 1393 in Wearables,5.42,21x42x10,4,2018-07-02,4.8,2556
1394,Product 1394,Home Appliances,822.66,409,Apple,Description for Product 1394 in Home Appliances,0.42,72x48x17,1,2020-06-17,4.7,3310
1395,Product 1395,Home Appliances,478.68,94,Nike,Description for Product 1395 in Home Appliances,8.24,71x20x22,4,2021-05-26,4.4,2563
1396,Product 1396,Books,923.08,252,Amazon,Description for Product 1396 in Books,8.24,20x33x9,5,2018-07-31,3.8,2606
1397,Product 1397,Home Appliances,308.29,129,Fitbit,Description for Product 1397 in Home Appliances,2.72,73x39x22,2,2023-01-08,3.5,2391
1398,Product 1398,Books,934.45,236,Apple,Description for Product 1398 in Books,2.17,32x22x29,4,2021-05-07,4.5,2070
1399,Product 1399,Wearables,230.0,194,Logitech,Description for Product 1399 in Wearables,5.51,47x12x15,3,2022-06-15,4.0,639
1400,Product 1400,Wearables,538.57,145,Dell,Description for Product 1400 in Wearables,2.01,16x37x6,1,2023-12-27,4.1,3207
1401,Product 1401,Sports,52.1,132,Fitbit,Description for Product 1401 in Sports,8.06,75x29x5,1,2022-12-02,4.0,3107
1402,Product 1402,Home Appliances,12.12,175,Amazon,Description for Product 1402 in Home Appliances,7.48,29x40x28,4,2023-11-21,4.0,1077
1403,Product 1403,Home Appliances,696.17,59,Nike,Description for Product 1403 in Home Appliances,2.62,41x31x26,2,2019-11-04,4.4,3776
1404,Product 1404,Electronics,106.14,332,Apple,Description for Product 1404 in Electronics,6.59,10x44x29,3,2022-03-02,4.6,943
1405,Product 1405,Books,780.37,167,Philips,Description for Product 1405 in Books,6.27,29x16x23,1,2019-04-16,4.9,4164
1406,Product 1406,Electronics,740.68,72,Dell,Description for Product 1406 in Electronics,2.0,69x30x13,4,2022-11-12,4.3,2175
1407,Product 1407,Sports,965.88,1,Sony,Description for Product 1407 in Sports,0.67,73x28x13,5,2021-08-18,5.0,4942
1408,Product 1408,Electronics,206.88,31,Philips,Description for Product 1408 in Electronics,0.58,80x14x8,5,2022-08-31,3.8,770
1409,Product 1409,Home Appliances,333.39,53,Adidas,Description for Product 1409 in Home Appliances,7.66,98x32x23,1,2021-10-31,4.0,1922
1410,Product 1410,Electronics,865.2,79,Nike,Description for Product 1410 in Electronics,7.59,67x43x19,5,2022-07-19,4.0,2199
1411,Product 1411,Books,124.53,448,Amazon,Description for Product 1411 in Books,1.6,30x46x23,1,2022-10-02,4.2,1403
1412,Product 1412,Books,12.16,182,Apple,Description for Product 1412 in Books,8.55,63x17x16,5,2020-02-21,4.4,3797
1413,Product 1413,Electronics,595.15,52,Logitech,Description for Product 1413 in Electronics,1.52,49x24x14,2,2023-05-13,3.4,4920
1414,Product 1414,Electronics,935.17,103,Fitbit,Description for Product 1414 in Electronics,9.26,32x17x14,2,2018-07-06,4.2,1897
1415,Product 1415,Electronics,395.76,343,Amazon,Description for Product 1415 in Electronics,1.15,29x33x22,1,2021-09-05,3.0,4297
1416,Product 1416,Electronics,229.07,440,Ninja,Description for Product 1416 in Electronics,2.15,89x25x15,3,2023-12-10,4.2,3779
1417,Product 1417,Wearables,645.95,15,Apple,Description for Product 1417 in Wearables,9.25,87x11x7,3,2023-08-25,4.0,4504
1418,Product 1418,Home Appliances,33.26,331,Philips,Description for Product 1418 in Home Appliances,9.44,42x27x16,1,2019-10-25,3.2,4994
1419,Product 1419,Electronics,632.3,54,Adidas,Description for Product 1419 in Electronics,7.52,84x46x10,4,2022-10-31,4.3,2152
1420,Product 1420,Electronics,877.06,408,Nike,Description for Product 1420 in Electronics,1.14,99x21x7,1,2020-06-12,3.8,1397
1421,Product 1421,Books,566.96,237,Adidas,Description for Product 1421 in Books,7.95,45x16x19,2,2021-05-07,4.3,3396
1422,Product 1422,Sports,389.35,172,Dell,Description for Product 1422 in Sports,6.92,99x16x30,2,2023-12-27,4.3,1619
1423,Product 1423,Books,98.8,323,Dell,Description for Product 1423 in Books,3.22,71x13x11,4,2018-08-28,4.7,3254
1424,Product 1424,Books,128.07,305,Amazon,Description for Product 1424 in Books,6.45,76x19x25,2,2022-07-22,4.5,219
1425,Product 1425,Books,563.38,317,Dell,Description for Product 1425 in Books,5.96,33x23x9,2,2022-09-15,4.7,3195
1426,Product 1426,Home Appliances,463.06,324,Amazon,Description for Product 1426 in Home Appliances,4.5,19x38x7,1,2021-03-31,3.5,2779
1427,Product 1427,Sports,160.85,422,Philips,Description for Product 1427 in Sports,2.24,29x31x27,5,2022-07-26,4.7,2808
1428,Product 1428,Books,716.76,205,Ninja,Description for Product 1428 in Books,4.54,85x22x22,5,2020-05-29,4.8,783
1429,Product 1429,Sports,30.69,336,Apple,Description for Product 1429 in Sports,8.92,84x50x27,3,2023-07-07,3.1,1946
1430,Product 1430,Books,933.77,25,Nike,Description for Product 1430 in Books,1.82,20x24x29,4,2020-04-23,4.4,2167
1431,Product 1431,Electronics,754.78,156,Dell,Description for Product 1431 in Electronics,2.09,48x12x24,4,2023-05-21,4.9,1380
1432,Product 1432,Home Appliances,221.79,321,Nike,Description for Product 1432 in Home Appliances,5.66,95x11x6,1,2021-05-12,3.7,1120
1433,Product 1433,Electronics,610.26,116,Sony,Description for Product 1433 in Electronics,7.63,19x34x21,3,2020-10-12,4.7,3364
1434,Product 1434,Books,868.06,170,Logitech,Description for Product 1434 in Books,8.26,14x38x6,2,2022-06-29,3.7,937
1435,Product 1435,Electronics,766.4,350,Amazon,Description for Product 1435 in Electronics,1.05,12x26x16,1,2019-07-03,3.7,4946
1436,Product 1436,Home Appliances,553.53,295,Dell,Description for Product 1436 in Home Appliances,5.71,74x20x15,4,2022-05-11,4.2,1696
1437,Product 1437,Wearables,142.17,284,Apple,Description for Product 1437 in Wearables,3.76,94x35x29,3,2020-02-15,3.7,3765
1438,Product 1438,Books,739.01,67,Nike,Description for Product 1438 in Books,3.55,44x32x15,3,2023-01-11,3.2,17
1439,Product 1439,Sports,442.11,88,Sony,Description for Product 1439 in Sports,5.73,56x16x18,5,2023-03-10,3.7,1610
1440,Product 1440,Wearables,803.92,474,Fitbit,Description for Product 1440 in Wearables,5.65,28x18x25,5,2023-09-25,4.7,237
1441,Product 1441,Home Appliances,310.87,289,Dell,Description for Product 1441 in Home Appliances,8.93,23x22x17,3,2023-03-11,4.5,3663
1442,Product 1442,Books,451.81,448,Ninja,Description for Product 1442 in Books,7.12,41x36x12,1,2022-10-16,4.4,1497
1443,Product 1443,Home Appliances,555.47,464,Fitbit,Description for Product 1443 in Home Appliances,6.74,13x36x23,3,2023-02-11,4.2,1744
1444,Product 1444,Books,643.89,41,Amazon,Description for Product 1444 in Books,5.82,93x15x25,4,2023-10-10,4.9,1091
1445,Product 1445,Books,557.42,185,Sony,Description for Product 1445 in Books,5.41,18x21x20,4,2021-12-27,3.0,2088
1446,Product 1446,Electronics,260.48,165,Dell,Description for Product 1446 in Electronics,6.1,80x49x24,5,2022-10-19,4.7,1226
1447,Product 1447,Wearables,82.38,349,Philips,Description for Product 1447 in Wearables,9.18,77x40x25,2,2023-06-09,3.5,4332
1448,Product 1448,Home Appliances,692.49,431,Adidas,Description for Product 1448 in Home Appliances,9.15,78x32x25,5,2019-12-31,3.0,1485
1449,Product 1449,Wearables,95.05,424,Amazon,Description for Product 1449 in Wearables,2.87,79x29x22,2,2021-02-28,4.9,336
1450,Product 1450,Electronics,730.08,484,Sony,Description for Product 1450 in Electronics,7.17,34x34x9,5,2020-04-08,3.6,500
1451,Product 1451,Books,832.71,12,Apple,Description for Product 1451 in Books,4.04,41x10x10,4,2023-10-21,5.0,745
1452,Product 1452,Books,987.37,498,Logitech,Description for Product 1452 in Books,3.55,51x48x9,3,2021-08-27,3.0,4791
1453,Product 1453,Wearables,490.28,345,Sony,Description for Product 1453 in Wearables,3.48,46x23x5,3,2021-12-19,4.3,1828
1454,Product 1454,Sports,688.21,80,Apple,Description for Product 1454 in Sports,1.2,13x28x19,5,2021-01-04,4.0,3164
1455,Product 1455,Wearables,672.09,63,Fitbit,Description for Product 1455 in Wearables,5.49,57x48x6,3,2023-10-28,4.0,3835
1456,Product 1456,Home Appliances,870.92,364,Adidas,Description for Product 1456 in Home Appliances,2.14,78x47x8,1,2019-01-17,4.7,3444
1457,Product 1457,Wearables,410.11,354,Amazon,Description for Product 1457 in Wearables,9.77,42x10x6,3,2018-09-13,4.0,3537
1458,Product 1458,Books,407.9,457,Fitbit,Description for Product 1458 in Books,1.08,19x23x25,3,2022-07-17,4.9,4734
1459,Product 1459,Home Appliances,732.11,421,Dell,Description for Product 1459 in Home Appliances,1.08,41x42x29,5,2021-12-28,4.7,173
1460,Product 1460,Home Appliances,832.81,385,Nike,Description for Product 1460 in Home Appliances,5.75,48x35x26,1,2020-03-01,4.6,67
1461,Product 1461,Home Appliances,239.21,342,Nike,Description for Product 1461 in Home Appliances,9.99,49x40x20,1,2018-10-11,4.6,4217
1462,Product 1462,Books,916.85,330,Fitbit,Description for Product 1462 in Books,1.34,69x22x13,3,2022-04-28,4.2,330
1463,Product 1463,Electronics,739.16,281,Adidas,Description for Product 1463 in Electronics,9.06,99x46x24,3,2018-03-07,4.8,690
1464,Product 1464,Books,778.4,66,Logitech,Description for Product 1464 in Books,1.67,24x12x17,3,2019-11-04,3.8,2294
1465,Product 1465,Home Appliances,917.48,158,Philips,Description for Product 1465 in Home Appliances,8.86,12x36x30,4,2022-11-16,4.3,1083
1466,Product 1466,Home Appliances,383.49,440,Apple,Description for Product 1466 in Home Appliances,4.51,94x17x7,1,2018-10-09,4.7,507
1467,Product 1467,Electronics,624.79,268,Philips,Description for Product 1467 in Electronics,5.28,85x40x18,3,2018-08-04,4.3,4987
1468,Product 1468,Books,344.13,146,Fitbit,Description for Product 1468 in Books,8.76,62x10x25,4,2018-04-24,4.4,1882
1469,Product 1469,Home Appliances,192.38,451,Sony,Description for Product 1469 in Home Appliances,0.56,97x36x8,5,2020-08-06,3.9,3786
1470,Product 1470,Home Appliances,593.4,313,Apple,Description for Product 1470 in Home Appliances,2.88,59x25x25,1,2023-03-10,3.8,4543
1471,Product 1471,Sports,665.68,74,Amazon,Description for Product 1471 in Sports,9.75,15x18x18,2,2022-09-26,4.7,2302
1472,Product 1472,Electronics,310.71,481,Fitbit,Description for Product 1472 in Electronics,7.56,63x11x9,4,2020-08-30,4.8,990
1473,Product 1473,Home Appliances,169.75,494,Apple,Description for Product 1473 in Home Appliances,9.39,46x36x19,2,2022-01-31,4.1,4522
1474,Product 1474,Sports,98.42,230,Ninja,Description for Product 1474 in Sports,6.89,68x32x25,2,2018-01-14,4.4,3958
1475,Product 1475,Home Appliances,778.15,281,Apple,Description for Product 1475 in Home Appliances,9.04,92x30x30,4,2021-01-18,3.0,1413
1476,Product 1476,Sports,700.63,182,Dell,Description for Product 1476 in Sports,3.18,47x13x5,2,2021-06-07,3.1,2484
1477,Product 1477,Electronics,82.89,336,Ninja,Description for Product 1477 in Electronics,2.01,43x11x13,2,2023-02-15,4.2,151
1478,Product 1478,Home Appliances,446.36,348,Ninja,Description for Product 1478 in Home Appliances,9.39,11x42x25,2,2023-03-12,4.9,1339
1479,Product 1479,Home Appliances,633.66,227,Adidas,Description for Product 1479 in Home Appliances,2.78,83x46x13,5,2021-07-17,3.4,612
1480,Product 1480,Wearables,789.4,167,Dell,Description for Product 1480 in Wearables,4.99,67x35x29,1,2021-01-29,4.7,3176
1481,Product 1481,Sports,156.45,215,Logitech,Description for Product 1481 in Sports,8.77,41x24x19,2,2020-06-08,3.1,4224
1482,Product 1482,Sports,376.31,182,Adidas,Description for Product 1482 in Sports,4.76,64x29x29,5,2021-07-19,3.4,2079
1483,Product 1483,Books,279.86,161,Fitbit,Description for Product 1483 in Books,0.25,59x44x12,4,2021-04-08,4.1,889
1484,Product 1484,Home Appliances,197.6,151,Dell,Description for Product 1484 in Home Appliances,4.93,85x41x14,5,2018-07-29,4.9,3778
1485,Product 1485,Wearables,912.31,388,Sony,Description for Product 1485 in Wearables,4.42,22x34x8,4,2020-09-14,4.9,1506
1486,Product 1486,Books,421.36,172,Sony,Description for Product 1486 in Books,6.07,11x15x6,3,2023-01-28,4.5,3092
1487,Product 1487,Electronics,905.78,454,Dell,Description for Product 1487 in Electronics,2.92,75x37x23,3,2021-10-10,3.0,2636
1488,Product 1488,Electronics,613.84,84,Philips,Description for Product 1488 in Electronics,9.34,49x49x9,1,2022-06-07,3.1,3909
1489,Product 1489,Electronics,533.56,263,Dell,Description for Product 1489 in Electronics,1.71,68x24x14,1,2022-09-26,3.9,4374
